user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Sneakers.NG,"Texas, USA",Looking dapper is good business | shoes 👞 👟 and jerseys . We offer you the best service 🔥🔥,2019-07-24 17:15:40+00:00,5833,5623,49575,False,2021-11-24 10:48:43+00:00,"You deserve a NEW SNEAKERS!!

Size 40-46 Now available ❗️❗️

Frame 1: N48,000
Frame 2: N45,000
Frame 3: N40,000

WhatsApp: https://t.co/XnVsd1rxEy

Tems | #GRAMMYs | Wan bissaka | Gavi| Burna https://t.co/Cfu98DeL7Y",,Twitter for iPhone,False
Raj Patel,"Ahmadabad City, India","instagram:- mr_r.k_5291
Digital marketer",2020-10-24 11:34:06+00:00,148,257,103,False,2021-11-24 10:48:42+00:00,"Redrail 
#redbus 
#Hawkeye 
#GRAMMYs 
#cryptoban 
#GBBO 
#biracialspace https://t.co/ecFWAITEXI","['redbus', 'Hawkeye', 'GRAMMYs', 'cryptoban', 'GBBO', 'biracialspace']",Twitter for Android,False
WIZKID FC UK & EUROPE 🇬🇧 X 🇪🇺,London Reds,Official Wizkid FC in UK/Europe fan page. Follow for news and updates about the Grammy winner @wizkidayo #Dontbuythesun #WizkidfcUKEUROPE,2015-09-27 13:13:14+00:00,7533,1678,5015,False,2021-11-24 10:48:39+00:00,"UK 🇬🇧 Album chart:
35. Wizkid - #MadeInLagos  (+2)

Keep streaming the #GRAMMYs  nominated album!

https://t.co/TODKIXEUiF… https://t.co/uVC6YWQw8t","['MadeInLagos', 'GRAMMYs']",Twitter for iPhone,False
𝙀𝙉𝙏𝙀𝙍𝙏𝘼𝙄𝙉𝙈𝙀𝙉𝙏 𝘿𝘼𝙄𝙇𝙔 🇳🇬,"Lagos, Nigeria","𝙈𝙐𝙎𝙄𝘾  ●  𝙁𝘼𝙎𝙃𝙄𝙊𝙉  ● 𝙇𝙄𝙁𝙀𝙎𝙏𝙔𝙇𝙀 //

𝙎𝙏𝘼𝙔 𝙏𝙐𝙉𝙀 𝙒𝙄𝙏𝙃 𝙐𝙎 𝙏𝙊 𝙆𝙀𝙀𝙋 𝙐𝙋 𝙒𝙄𝙏𝙃 𝙔𝙊𝙐𝙍 𝙁𝘼𝙑𝙊𝙐𝙍𝙄𝙏𝙀𝙎!

💜💜",2020-10-23 19:37:51+00:00,1089,405,57882,False,2021-11-24 10:48:26+00:00,"The 64th #GRAMMYs Nominations
Femi Kuti have bagged double nominations and 25 year old “Made Kuti” also got his first nomination in the following categories
— ‘BEST GLOBAL MUSIC ALBUM’ - Femi Kuti x Made Kuti 💿 (LEGACY +)
- ‘BEST GLOBAL MUSIC PERFORMANCE’ Femi Kuti 🎶 (PA PA PA) https://t.co/hiaQko2tPr",['GRAMMYs'],Twitter for iPhone,False
ARY News,"Karachi,Pakistan",ARY News is a Pakistani news channel committed to bring you up-to-the minute news & featured stories from around Pakistan & all over the world.,2013-05-15 15:35:44+00:00,3770356,38,4483,True,2021-11-24 10:48:23+00:00,"#GRAMMYS: THIS SINGER LEADS LIST OF MOST-NOMINATED ARTISTS IN HISTORY

#arynews 

https://t.co/ge0DpGfX6c","['GRAMMYS', 'arynews']",TweetDeck,False
Demi,,19| Yes x,2020-08-18 09:52:35+00:00,115,85,12189,False,2021-11-24 10:48:22+00:00,"The #GRAMMYs need to add one more nominee for song of the year, ""Rice Rice Baby"" @_DeclanRice 🤣",['GRAMMYs'],Twitter for Android,False
ASABE SHEHU YAR'ADUA,Nigeria/Ghana/Germany/USA,"Asabe ShehuYar’Adua Foundation is a Civil Society Organization. We focus on  women, children and youth, child abuse and injustice, climate & communities.",2011-06-08 08:38:50+00:00,740,540,13311,False,2021-11-24 10:48:03+00:00,"UCL: It really hurts – Juve goalkeeper, Szczesny after 4-0 loss to Chelsea #Got_BTS_right_behind_us Namjoon #PartyOfAllShorts #GRAMMYs #CHEJUV https://t.co/Vh2SUlYTdk",['Got_BTS_right_behind_us'],WordPress.com,False
Julia Raeside 💙,London,"Broadcaster/Writer - iPaper, Sunday Times, Guardian, BBC radio. Agent: 📻 @katehaldane @pbjmanagement She/her",2009-04-26 21:23:29+00:00,13436,3562,59287,False,2021-11-24 10:47:38+00:00,"Every step forward seems to be followed by a bus ride back. The #GRAMMYs committee, it isn't provocative or cute to shortlist the very abusers we need to remove from the industry. Why are they giving #LouisCK and #BrianWarner (Marylin Manson) a platform? #MeToo",['GRAMMYs'],Twitter Web App,False
Dada Jay®️,,Old account suspended so kindly tap on the follow button I will follow back ASAP,2021-04-29 19:36:12+00:00,465,441,7698,False,2021-11-24 10:47:35+00:00,Ladies will always leave your room with one of your nice tops. By the time you realize na aka wo singlets nkoaaaa😂😂😂😂 #NSMQ2021 #GRAMMYs #CheJuv,,Twitter for iPhone,False
Russell Mucki,"Kampala, Uganda","Am a singer, multi instrumentalist and I love GOD plus subscribe to get my music here’s a link to my https://t.co/0buzTZ6LK4",2021-05-18 09:03:33+00:00,652,576,140,False,2021-11-24 10:47:27+00:00,"Do U pray , share / Retweet to them friends &amp; suscribe to my Youtube link in bio (linktree) #Juventus #JUNGKOOK #Grammys
#VILLAREAL #Carrick #Sancho #EndCrossBorderFGM #Chelsea #DavidDegea https://t.co/rx2b7zOAFE","['Juventus', 'JUNGKOOK']",Twitter for iPad,False
Ħøn£Y.....😷❕,"Punjab, Pakistan","Muslim~~Always🇵🇰
Belieber 2k15
Justin Bieber Updates Finder
Urdu Rap Playlist on my Spotify : https://t.co/WDVIGUjCCS",2017-12-03 12:23:44+00:00,45,115,4551,False,2021-11-24 10:47:10+00:00,Congratulations to @arooj_aftab For #GRAMMYs Nomination in Best New Artist 🤩 https://t.co/iZIcyuske1,['GRAMMYs'],Twitter for Android,False
Amma ot⁷/ ddeuddoshi,,"biebtan for life  ²² 

Purple World 

 BTS × DDEU DOO-SHIII",2020-10-28 14:15:53+00:00,1589,1920,33949,False,2021-11-24 10:46:29+00:00,"Justin Bieber is giving credits to everyone who worked with him during the album is proving that he has a golden heart #GRAMMYs 
I'm so proud that everyone is getting what they deserve unlike some people who didn't even thank him for the nominations they got",,Twitter for Android,False
The.Demi.Otis™,Mars,"Crypto • iBuy BTC• OTIS• @Otis_Baz• @TalosAfrica•
Tantum in Oculis Vestris☠",2018-07-29 17:45:21+00:00,37827,30130,57689,False,2021-11-24 10:46:27+00:00,Baby Keem x Kendrick def deserve Rap performance of the year #GRAMMYs,['GRAMMYs'],Twitter for Android,False
🎶Odin⁷ loves BTS🧈№¹. 🎶 🎶MY UNIVERSE🎶,"New Jersey, USA","Hi. Odin here, I'm a recruiter for 
BTS ARMY-PUPPER DIVISION
Group Rules:
Be kind. Be respectful. 
And LOVE YOURSELF.
Tag @BTS_twt every time you tweet",2017-04-26 19:06:00+00:00,1081,137,130335,False,2021-11-24 10:46:17+00:00,"@BTS_twt You heard it! I heard it too💪 Let's get it,💜🐾🐾💜he wants it💜🎉
I'll use my Christmas wish for him.
All BTS ARMY-PUPPER DIVISION is using our Christmas wish for this collectively. Humans can too😁
#GRAMMYs for #SUGA #BTS
From Odin @BTS_twt https://t.co/iXnf17gpQ0",,Twitter for Android,False
Shatta Ama 🇬🇭🇳🇬🇿🇦,,Shatta Wale wife Sarkodie chick Stonebwoy gf No DMs. Mention me for a Follow Back #FixTheCountry,2019-11-26 23:31:42+00:00,8106,6574,6949,False,2021-11-24 10:46:10+00:00,"Old Man Chops A Prostitute In A Beer Bar (Video) - https://t.co/jFn91R3rkn 

Yaw Tog #NSMQ2021 Villarreal Reece James Chelsea Gyakie #GRAMMYs #PepperByQwekuAtayah",['NSMQ2021'],Twitter Web App,False
ً,,,2016-07-31 16:12:07+00:00,2233,136,3384,False,2021-11-24 10:45:35+00:00,OH WOWWW HE IS INSANE #GRAMMYS https://t.co/Vx2dR4snou,['GRAMMYS'],Twitter for iPhone,False
Purah,Yoongi's lap,army | stay | engene | soft jin//hard yoongi | 🐱🐱🐱 | professional overthinking overthinker | still don't understand Twitter but here i am | meditating pebble,2021-09-04 07:48:30+00:00,3,64,606,False,2021-11-24 10:45:35+00:00,"Just stating the facts...
Butter should've been nominated for soty....
#GRAMMYs #scammys2022 #BTSGrammy https://t.co/PilnUHfwVg","['GRAMMYs', 'scammys2022', 'BTSGrammy']",Twitter for Android,False
B,"Manila, Philippines","Minsan, editor. Madalas, gutom.",2008-05-03 16:10:03+00:00,150,563,22415,False,2021-11-24 10:45:03+00:00,YOWN!!! @Jbrekkie @arloparks #GRAMMYs https://t.co/FWh2Nyabls,['GRAMMYs'],Twitter for iPhone,False
Ogene Ezy Iyegbu,"Port-Harcourt,Nigeria",Actor. Fashion designer & Model; @ogenestrybe. Artist/Talent Manager & Songwriter; @tribemusicTM. Businessman. Email; ogenestown@gmail.com,2016-12-24 07:06:52+00:00,270,382,17051,False,2021-11-24 10:44:51+00:00,However it played Wizkid is still the MAN and he knows this too. Got 2 nominations on the #GRAMMYs and we’re excited.,['GRAMMYs'],Twitter for iPhone,False
Andre Allan Alvarez,Republic of the Philippines,"Founder/Creator of MYX Philippines, Collector of Blu-rays, DVDs, CD maxi-singles, Lego and comic books",2009-03-24 04:00:53+00:00,21004,400,497,False,2021-11-24 10:44:50+00:00,"In recent years, I cared less and less about the #GRAMMYs. 

This year, my interest level for this event is at an all-time low. https://t.co/HkaFNKO1If",['GRAMMYs'],Twitter for iPhone,False
Pinkyseokjin BTS ARMY,International,"⁷
FB : @pinkyseokjinOfficial
IG : @pinkyseokjinbts
YT : Pinkyseokjin BTS ARMY

For partnership and collaboration sent us email on pinkyseokjinofficial@gmail.com",2013-12-30 15:26:12+00:00,1940,476,648,False,2021-11-24 10:44:49+00:00,"211124| Yoongi came through with the caption, ""Let's go GRAMMY!"" 💜

#Yoongi #bts #letsgoBTS
@BTS_twt #GRAMMYs

-MarengJM✨ https://t.co/iPoPMyBNGI","['Yoongi', 'bts', 'letsgoBTS', 'GRAMMYs']",Twitter for Android,False
AMIT KUMAR,,PROMOTER,2019-09-07 07:33:47+00:00,305,1138,6,False,2021-11-24 10:44:29+00:00,"https://t.co/3ddu7gnAqY
Instant Access to The Golf Clinic™ - Billed Monthly
#GolfChat 
#GRAMMYs 
sports
academy sports
cbs sports
yahoo sports
fox sports
nbc sports
sports clips","['GolfChat', 'GRAMMYs']",Twitter Web App,False
Smiley,"Kolkata, India","🙋🏼‍♀️🇮🇳
Not ur barbie girl✨
💜 BTS ARMY 💜
Army Since 2017🌟",2021-10-24 08:28:08+00:00,11,67,529,False,2021-11-24 10:44:08+00:00,"@BTS_twt After what they did last time...Tbh I'm not expecting any positive answer from #GRAMMYs this time too 😑...
But you never know.... anyways I'm really happy for you guys!! You guys are truly 'The Best', I hope you know that!! 
~Borahae 💜",['GRAMMYs'],Twitter for Android,False
c. beatrice ☂︎ᱬ,she/her,i heard a rumour that this account is my escape route. the only thing i like about me is that i share the same birth month with lizzie and cecily,2019-08-10 04:44:35+00:00,390,546,17504,False,2021-11-24 10:44:06+00:00,"#GRAMMYs 
at least @monlaferte and @lafourcade are nominated, I can sleep now",['GRAMMYs'],Twitter Web App,False
Nigin👅,,I never give up! #LifeGoesOn 💜💜💜💜💜💜💜,2020-10-03 09:25:08+00:00,23,125,5181,False,2021-11-24 10:43:52+00:00,"#BTS_twt and #ArmyBts love, gratitude, support for each other will remain unchanged!🙆‍♀️💜🙏
#Got_ARMY_Behind_Us
#BTSxLateLate , #GRAMMYs https://t.co/zhGaXMU9xs","['BTS_twt', 'ArmyBts', 'Got_ARMY_Behind_Us']",Twitter for Android,False
𝓔𝓵𝓲𝔃𝓪,Republic of the Philippines,"행복을 찾고.
, 빌어 먹을 생활.
, 척의 피곤.",2016-03-17 23:06:36+00:00,137,143,52457,False,2021-11-24 10:43:42+00:00,Congratulations @BTS_twt 👏 💐 ✨ 💜 ❤️ #Grammys #방탄소년단 https://t.co/a5ScFtsejG,"['Grammys', '방탄소년단']",Twitter for Android,False
BTS Doodles(◍•ᴗ•◍)💜,BTS World 🌎,"For #BTS -
welcome to my  Doodle's  world 🌍 I hope people will like my doodles and support me Let's support our BTS with good vibes🤗#Army

Army : since 2018✿",2021-06-08 03:17:04+00:00,141,36,75,False,2021-11-24 10:43:34+00:00,So happy BTS having fun in LA always smile and be happy in your life BTS 😊#BTS #GRAMMYs #BTSxLateLateShow #rm #Jin #Suga #Hobi #Jimin #V #Jungkook #Army https://t.co/iNm1YWq6Ng,"['BTS', 'GRAMMYs', 'BTSxLateLateShow', 'rm', 'Jin']",Twitter for Android,False
𝙺𝚙𝚘𝚙_𝚂𝚗𝚘𝚠𝚢 𝙾𝚠𝚕 ⟭⟬,,#BTS #Blackpink #IU #TXT (ᴠsᴏᴏ sʜɪᴘᴘᴇʀ) ✙𓏴✙ ☾🇲🇵☽ #Got_ARMY_Behind_Us,2021-11-03 03:59:25+00:00,6,24,720,False,2021-11-24 10:43:33+00:00,"Ready For #GRAMMYs 
@BTS_twt is going to Win For Sure.🏆 
#BTS_twt #BTSARMYS 
#방탄소년단슈가 #방탄소년단 https://t.co/fEBOvsrqSJ","['GRAMMYs', 'BTS_twt', 'BTSARMYS', '방탄소년단슈가', '방탄소년단']",Twitter for iPhone,False
Felippe Candido,,"Pisciano🐟🐟

Cabeleireiro/Maqueador/Trancista",2021-11-16 02:35:25+00:00,1,29,19,False,2021-11-24 10:43:31+00:00,"Box braids
#Hawkeye #gaylokal #gay #viral #fypシ #foryou #GRAMMYs #beleza #belekgay https://t.co/3jv84su6cd","['Hawkeye', 'gaylokal', 'gay', 'viral', 'fypシ', 'foryou', 'GRAMMYs', 'beleza', 'belekgay']",Twitter for Android,False
strangecloud,,I have to tell you a secret that will see you through all the trials that life can offer. Have courage and be kind. - Cinderella,2012-04-04 07:10:26+00:00,150,386,11936,False,2021-11-24 10:43:19+00:00,"Congratulations to all the nominees! Wolfgang Van Halen's Distance gets my vote! 👍😍
#GRAMMYs #BestRockSong https://t.co/riLiEXL0t5","['GRAMMYs', 'BestRockSong']",Twitter for Android,False
Harold Moyo,South Africa,African,2011-09-09 06:18:41+00:00,1710,117,549,False,2021-11-24 10:43:17+00:00,"Mzansi not only do we have @RealBlackCoffee nominated for the Grammys in the best dance category, we have @bongiandcollin also nominated in the best children album category for their song in the “All one tribe” album. #Congratulations #BlackCoffee #BongiandCollin #GRAMMYs",,Twitter for iPhone,False
Crouch End Comedy,London N8,This is the official Twitter account for Crouch End Comedy.,2015-05-28 13:14:25+00:00,839,1260,35,False,2021-11-24 10:43:09+00:00,"#comedy #GRAMMYs Come on, seriously? Everyone in the comedy business should feel very angry about this news. https://t.co/S0tzsWPlQF","['comedy', 'GRAMMYs']",TweetDeck,False
Glam Memes🌈,Dubai,"mono mims 
🌈 full limp wrist 🌈
YES, she follows back back back",2021-11-11 10:09:03+00:00,57,122,883,False,2021-11-24 10:43:08+00:00,"SO.. only men are nominated for Rap Album but not Planet Her? in what universe does that make sense ?when all other rap &amp; pop categories include women, it's clear that for the #GRAMMYs , women are just there to do the show, not get accolades. why @RecordingAcad ?",,Twitter Web App,False
ελπίδα | Hopeshine 😍,,you make my world light up inside,2021-06-14 10:06:23+00:00,129,811,8528,False,2021-11-24 10:42:48+00:00,"Let go 💜

#GRAMMYs 
#BTSxGrammys 
#got_BTS_behind_us
#Got_BTS_right_behind_us
#BTSGOTARMYBEHINDTHEM https://t.co/q53JACaAVk","['GRAMMYs', 'BTSxGrammys', 'got_BTS_behind_us', 'Got_BTS_right_behind_us', 'BTSGOTARMYBEHINDTHEM']",Twitter for Android,False
cath🍊,,Yoongi is the standard😸,2021-08-09 14:00:25+00:00,344,322,764,False,2021-11-24 10:42:18+00:00,"Armys y'all know the drill ""WHAT YOONGI WANTS YOONGI GETS!""🤩💜💜
#GRAMMYS #SUGA https://t.co/r4pb4uPGV9","['GRAMMYS', 'SUGA']",Twitter for Android,False
Amelia,,,2021-05-09 11:25:32+00:00,11999,1365,9528,False,2021-11-24 10:41:54+00:00,"Yoh😮😮😮

Inno #indoda Ramaphosa SPCA Sipho Pityana V Class  #Championsleague Gigi The EFF Sancho Villarreal Reece James Chelsea Black Coffee Prison FC Mbaks  #yousexhowyoueat #GRAMMYs NOTA Thiago Silva Sancho Come 2024 The ANC Mr. Champions league 
 https://t.co/e6xw6WhTUX","['indoda', 'Championsleague']",Twitter for Android,False
4you,safe place,"📍 source for the best news on films and music 📌 what about today? 1 topic, 4 suggestions, 4you!",2021-10-20 09:16:05+00:00,532,844,1111,False,2021-11-24 10:41:52+00:00,"all the #GRAMMYs nominations scored by Billie Eilish

do you think she’ll win again three categories out of the big four? and maybe also other awards? https://t.co/4hrNRmLNSp",['GRAMMYs'],Twitter for iPhone,False
kim 엘수 ᴮᴬᴺᴳᵀᴬᴺ ⁷ 🌌⚡️,BTS,23/ NOT NOOT NOOOO!! 김태형 @BTS_twt @Stray_Kids 💜,2020-12-06 18:50:46+00:00,507,523,19654,False,2021-11-24 10:41:48+00:00,Thx America. I mean it. 🤢#GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
• gαngstα •,Paradise,• gαngstα • Omαr Sterling🐐 • upcoming • street •,2018-05-24 21:30:36+00:00,174,234,47708,False,2021-11-24 10:41:24+00:00,Stonebwoy bags 3 nominations at the #GRAMMYs big win for Ghana,['GRAMMYs'],Twitter for Android,False
Euclid,Germiston,The best sales man @Hyundai 😉 I can sell an ice to an Eskimo! With my unique energetic character...🙏,2019-11-18 09:19:15+00:00,52,534,1859,False,2021-11-24 10:41:17+00:00,"@SDEM_SA @DjSolidSA @SDEMVisuals Done❤
Name: Euclid
#UthandoNoxolo #face2face #GRAMMYs https://t.co/0qBGOC08vO","['UthandoNoxolo', 'face2face', 'GRAMMYs']",Twitter Web App,False
Grayceestargirl,"Ibadan, Nigeria","I am called Graycee stargirl a Singer and songwriter based in Ibadan Nigeria,am an unsigned artist with potentials people are yet to discover",2021-04-03 15:30:57+00:00,71,40,423,False,2021-11-24 10:41:03+00:00,"I’m dropping this on Friday 26th November 
Are you ready to stream massively ✌️✌️💃🏼 #GRAMMYs #Trending #nothingtosimething #hittrack https://t.co/4laYqYClmf","['GRAMMYs', 'Trending']",Twitter for iPhone,False
Cinema Express,"Chennai, India","A wing of @newindianxpress. The latest in the world of cinema, with a particular distaste for gossip.

Facebook: https://t.co/iUu78Dez9E",2017-05-16 09:25:10+00:00,12472,16,21,True,2021-11-24 10:40:54+00:00,"With 83 nominations, #JayZ becomes most-nominated artist in #GRAMMYs history.. 

https://t.co/EFMihKd7YQ","['JayZ', 'GRAMMYs']",Twitter Web App,False
Numérique,"Black Earth, WI","Digital Sales Expect, Music/ Video Script Writing,Design intérieur et extérieur, design graphique, Publicité et Veille,Digital Promotions/ Dist. STEPDIL agency",2015-07-07 12:38:21+00:00,136,2200,1712,False,2021-11-24 10:40:44+00:00,"#GRAMMYs Album of the Year Nominees:
SOUR @oliviarodrigo
Planet Her @DojaCat
evermore @taylorswift13
Love For Sale @itstonybennett &amp; @ladygaga
Justice @justinbieber
Happier Than Ever @billieeilish
Back of My Mind @HERMusicx 
We Are @JonBatiste
MONTERO @LilNasX
DONDA @kanyewest",['GRAMMYs'],Twitter for Android,False
Amelia,,,2021-05-09 11:25:32+00:00,11999,1365,9528,False,2021-11-24 10:40:44+00:00,"Yoh😲😮😮

#indoda Ramaphosa SPCA V Class  #Championsleague Metros Inno Gigi The EFF Fikile #EFFPresser  Black Friday  #yousexhowyoueat #GRAMMYs NOTA Thiago Silva Ziyech  #MrtshweuSpaces  Mr Fix My 2022 #chejuv Mbaks MR. champions league 
 https://t.co/e6xw6WhTUX","['indoda', 'Championsleague', 'EFFPresser']",Twitter for Android,False
âsh_winie 아슈🥀🦋💜,"Mumbai, India",just namjooing 🌱🦀✍🏻📚🐨🍀,2020-08-08 18:49:05+00:00,1,15,315,False,2021-11-24 10:40:29+00:00,@BTS_twt For you we will fight till the end 💜🥺 #scammys2022 #scammy   #GRAMMYs  plz don't try to hurt our boys plz it's request 🛐,"['scammys2022', 'scammy', 'GRAMMYs']",Twitter for Android,False
𝗔𝗟𝝗𝗨𝝡 𝝩𝗔𝗟𝝟𝗦📀,Anywhere An album is. ,Your #1 source for Musical PROJECTS Worldwide — For Contact/Promotions: albumtalks@yahoo.com or DM.,2017-04-01 22:25:08+00:00,34615,1289,8617,False,2021-11-24 10:40:06+00:00,"🚨Last Night, Ghanaian Singer @RockyDawuni became the first African artist to be nominated in both Global Music Album and Best Reggae Album (2015) at the #GRAMMYs. 👏🏽 https://t.co/o5QnyuFGqh",,Twitter for iPhone,False
The Bozzz!😎🕋🕌,"Kaduna, Nigeria🇳🇬 ","Welcome to official Auta business page. For orders, Enquiry and complaints pls📞:08038899085. Dm Is For Business Matters Only | Instagram. @auta_musa_",2017-03-25 20:00:46+00:00,27302,9123,83197,False,2021-11-24 10:39:55+00:00,"I beg you in the name GOD. don't scroll without RETWEETING

N7000
WhatsApp 08038899085.
Nation wide delivery.

Lai Mohammed Thiago Sylva Burna #GRAMMYs Wizkid Fc Zlatan Messi Davido Nigerian Buhari https://t.co/R1YM4IBtWQ",,Twitter for iPhone,False
Editor Times English,,"Editor Times is an english news website… follow us for latest national, international, sports and entertainment news…",2021-08-04 14:35:03+00:00,66,251,8,False,2021-11-24 10:39:52+00:00,"Pakistani vocalist Arooj Aftab nominated for Grammy Awards https://t.co/T0fwqfT6CP 
#GRAMMYs @arooj_aftab #Pakistan #AroojAftab #GrammyAwards","['GRAMMYs', 'Pakistan']",Twitter Web App,False
Na§traðàmustan💎,Global,🗣 ||💕Music🎶|Pencil ✏️Artiste||Journo|| PR| AD| || Proud @Nas stan,2014-01-24 16:55:58+00:00,174,657,1939,False,2021-11-24 10:39:41+00:00,@dilmannofficial @Hitz1039FM @DonTsegah @sarkodie Hahahaaaha..Lol! U guys thought those things will attract a #GRAMMYs recognition.. Aa y3 ka. 😜😂😂 #NoPressure indeed! Wizkid has stop talking about BET Awards ooh..🔥😄,,Twitter Web App,False
Psychic Consultant,"Karachi, Pakistan","I aspire to serve mankind by providing professional lifestyle, astrological & numerological guidance.....",2020-10-10 10:03:05+00:00,11,10,90,False,2021-11-24 10:39:40+00:00,"TAKE A SCREENSHOT TO REVEAL YOUR TAROT CARD OF THE DAY 

What is your card today? Screenshot it
#GRAMMYs
#tarot #astrology https://t.co/9oUnmWzT7J","['GRAMMYs', 'tarot']",Twitter for Android,False
